OMEGAWIKI	FGLOSS	SEEALSO	GLOSS	SEMANTICFIELD	DEFINITION	POS	WOLD
340747	end	-	END OF SPACE	Spatial relations	Extreme part.	Noun	12.35
340747	of	-	END OF SPACE	Spatial relations	Extreme part.	Noun	12.35
340747	space	-	END OF SPACE	Spatial relations	Extreme part.	Noun	12.35
5997	far	-	FAR	Spatial relations	Having a large intervening distance with regard to something.	Adverb	12.44
1153477	fathom	-	FATHOM	Spatial relations	A linear unit of measurement, equal to 6 feet, for water depth.	Noun	12541
6680	flat	-	FLAT	Spatial relations	Having no variations in altitude.	Adjective	12.71
334719	from	-	FROM	Spatial relations	Indicates the source or provenance.	Function word	-
1022541	gather	-	GATHER	Spatial relations	To heap up; to collect or gather (e.g. work, magazines, etc.).	Verb	12.21
154737	grow	-	GROW	Spatial relations	(For a living being) To become bigger.	Verb	12.53
161806	hide	-	HIDE, CONCEAL	Spatial relations	To put something in a place where it will be harder to discover or out of sight.	Verb	12.27
161806	conceal	-	HIDE, CONCEAL	Spatial relations	To put something in a place where it will be harder to discover or out of sight.	Verb	12.27
5562	high	335942;342616	HIGH	Spatial relations	Having relatively great height.	Adjective	12.31
6857	hole	-	HOLE	Spatial relations	A, often round, piece of nothingness in some solid.	Noun	12.85
461013	hook	-	HOOK	Spatial relations	A rod bent into a curved shape, for catching, holding, or sustaining anything.	Noun	12.75
6077	in	-	IN	Spatial relations	Contained or encased by.	Function word	12012
8160	in	-	IN FRONT OF	Spatial relations	In front of in space	Function word	12041
8160	front	-	IN FRONT OF	Spatial relations	In front of in space	Function word	12041
8160	of	-	IN FRONT OF	Spatial relations	In front of in space	Function word	12041
6571	inside	-	INSIDE	Spatial relations	Within the confines of a building.	Function word	12.05
7069	join	-	JOIN	Spatial relations	To join or unite, as one thing to another, or as several particulars, so as to increase the number, augment the quantity, enlarge the magnitude, or so as to form into one aggregate; to sum up; to put together mentally, as, to add numbers; to add up a column.	Verb	12.22
1499731	left	-	LEFT	Spatial relations	Something that is on the left side relative to another object.	Adjective	12.42
1425860	lie	-	LIE DOWN	Spatial relations	(For a human or animal) to assume a horizontally extended position on a surface.	Verb	12.14
1425860	down	-	LIE DOWN	Spatial relations	(For a human or animal) to assume a horizontally extended position on a surface.	Verb	12.14
6005	lie	-	LIE, REST	Spatial relations	To rest in a horizontal, static position, usually on another surface.	Verb	12.14
6005	rest	-	LIE, REST	Spatial relations	To rest in a horizontal, static position, usually on another surface.	Verb	12.14
451773	line	873185	LINE	Spatial relations	An infinitely long, infinitely thin, not bent line in geometry.	Noun	12.84
5438	long	-	LONG	Spatial relations	Having much distance from one terminating point on an object or an area to another terminating point.	Adjective	12.57
336887	low	-	LOW	Spatial relations	In a position comparatively close to the ground.	Adjective	12.32
626882	measure	-	MEASURE	Spatial relations	To ascertain the quantity of a unit of material via calculated comparison with respect to a standard.	Verb	12.54
475332	middle	-	MIDDLE	Spatial relations	Being in the midway between the ends.	Noun	12.37
5566	narrow	-	NARROW	Spatial relations	Having a small width.	Adjective	12.62
869106	near	-	NEAR	Spatial relations	Not far distant in time or space or degree or circumstances.	Adverb	12.43
6550	north	-	NORTH	Spatial relations	One of the four major compass points, specifically 0°, directed toward the North Pole, and conventionally upwards on a map.	Noun	12.47
513017	open	-	OPEN	Spatial relations	To make something accessible or removing an obstacle to something being accessible.	Verb	12.24
342558	outside	-	OUTSIDE	Spatial relations	In the open, not within a building.	Function word	12.06
1511027	pick	-	PICK UP	Spatial relations	To lift; to grasp and raise; to collect.	Verb	12212
1511027	up	-	PICK UP	Spatial relations	To lift; to grasp and raise; to collect.	Verb	12212
646056	pile	-	PILE UP	Spatial relations	To get or gather together.	Verb	12213
646056	up	-	PILE UP	Spatial relations	To get or gather together.	Verb	12213
337267	place	-	PLACE, POSITION	Spatial relations	A position or area in a space.	Noun	12.11
337267	position	-	PLACE, POSITION	Spatial relations	A position or area in a space.	Noun	12.11
1511031	pointed	-	POINTED	Spatial relations	Sharp, barbed; not dull.	Adjective	12352
429615	put	440073	PUT	Spatial relations	To set or place an object in a different place than it original was.	Verb	12.12
423795	remain	-	REMAIN	Spatial relations	To continue to be in the same place or state.	Verb	12.16
357288	remains	6079	REMAINS	Spatial relations	The physical structure of a dead animal or person.	Noun	12.17
436024	right	-	RIGHT	Spatial relations	Something that is on the right side relative to another object.	Adjective	12.41
5984	round	700103	ROUND	Spatial relations	Circular or having a circular cross-section in at least one direction.	Adjective	12.81
5883	separate	-	SEPARATE	Spatial relations	To cause something or someone to move away from something or someone else.	Verb	12.23
1404411	shallow	-	SHALLOW	Spatial relations	Having little depth.	Adjective	12.68
6746	short	-	SHORT	Spatial relations	Small in length by comparison.	Adjective	12.59
448880	shut	-	SHUT	Spatial relations	To move (a door, a window, etc.) so that it closes its opening.	Verb	12.25
333652	side	-	SIDE	Spatial relations	One side of a leaf of a book or manuscript.	Noun	12.36
6406	similar	-	SIMILAR	Spatial relations	Having some particular qualities or characteristics in common, but not all of them.	Adjective	12.92
6022	sit	-	SIT	Spatial relations	To be in a position with the upper body upright and the legs resting.	Verb	12.13
5509	small	-	SMALL	Spatial relations	Not large or big; small in size.	Adjective	12.56
6542	south	-	SOUTH	Spatial relations	One of the four major compass points, specifically 180°, directed toward the South Pole, and conventionally downwards on a map.	Noun	12.48
3599	square	-	SQUARE	Spatial relations	An open area in a town, sometimes including the surrounding buildings.	Noun	12.78
6053	stand	-	STAND	Spatial relations	To be upright in an erect position, supported by the feet.	Verb	12.15
5994	straight	-	STRAIGHT	Spatial relations	Not crooked or bent; having a constant direction throughout its length.	Adjective	12.73
335942	tall	-	TALL	Spatial relations	Having a vertical extent greater than the average; Having the upper end, tip, top, head, etc. a long way up; Having a great vertical extent (often greater than the horizontal extent); High.	Adjective	12.58
5503	thick	-	THICK	Spatial relations	Relatively large distance from one surface to the opposite in its smallest solid dimension.	Adjective	12.63
5990	thin	-	THIN	Spatial relations	(Of a person or animal) Narrow in size, and usually indicating carrying little fat.	Adjective	12.65
709258	top	-	TOP	Spatial relations	Highest and most elevated point.	Noun	12.33
6531	up	-	UP	Spatial relations	The direction that is away from the centre of the Earth.	Function word	12.08
7537	west	-	WEST	Spatial relations	One of the four principal compass points, specifically 270°, conventionally directed to the left on maps. The direction of the setting sun.	Noun	12.46
5502	wide	-	WIDE	Spatial relations	Having a long distance or area between two points, especially horizontally.	Adjective	12.61
1175443	hunchback	-	HUNCHBACK	Spatial relations	A person whose back is hunched because of abnormal curvature of the upper spine.	Noun	-
6806	instead	-	INSTEAD	Spatial relations	As a replacement for.	Function word	-
720983	resemble	-	RESEMBLE	Spatial relations	To be like or similar to something else.	Verb	-
992946	admit	439423	ADMIT	Speech and language	To admit to be true.	Verb	18.33
1024716	announce	728351	ANNOUNCE	Speech and language	To make known by stating or announcing.	Verb	18.43
5610	answer	-	ANSWER	Speech and language	To communicate a message of any form in reaction to something that has been asked or expressed, to the being who expressed it; to react verbally.	Verb	18.32
5717	ask	955350	ASK, INQUIRE	Speech and language	To ask (a question) to somebody; to seek an answer to.	Verb	18.31
5717	inquire	955350	ASK, INQUIRE	Speech and language	To ask (a question) to somebody; to seek an answer to.	Verb	18.31
7621	ask	1495114	ASK, REQUEST	Speech and language	To desire a service or physical goods, often without returning the favor in kind.	Verb	18.35
7621	request	1495114	ASK, REQUEST	Speech and language	To desire a service or physical goods, often without returning the favor in kind.	Verb	18.35
1103280	be	-	BE SILENT	Speech and language	To stop speaking or making noise.	Verb	18.23
1103280	silent	-	BE SILENT	Speech and language	To stop speaking or making noise.	Verb	18.23
1176597	boast	-	BOAST	Speech and language	To show off.	Verb	18.45
417	book	-	BOOK	Speech and language	A collection of leaves of paper, parchment or other material, usually bound or fastened together within covers, containing writing of any type or blank pages for future inscription.	Noun	18.61
470997	call	-	CALL	Speech and language	To order or summon by using one's voice.	Verb	18.41
1378786	call	-	CALL BY NAME	Speech and language	To give a name or designation of a common noun that, e.g., reflects a quality.	Verb	18.42
1378786	by	-	CALL BY NAME	Speech and language	To give a name or designation of a common noun that, e.g., reflects a quality.	Verb	18.42
1378786	name	-	CALL BY NAME	Speech and language	To give a name or designation of a common noun that, e.g., reflects a quality.	Verb	18.42
341655	deny	994825	DENY	Speech and language	To refuse strongly and solemnly to own or acknowledge.	Verb	18.34
386380	drum	-	DRUM	Speech and language	A percussion instrument consisting of at least one membrane that is stretched over a shell and struck directly with the player's hands or with a drumstick.	Noun	18.72
344824	flute	-	FLUTE	Speech and language	A musical instrument of the woodwind family.	Noun	18.71
1157984	forbid	-	FORBID	Speech and language	To tell not to do something.	Verb	18.38
401769	horn	-	HORN, INSTRUMENT	Speech and language	A wind instrument made of a wound copper tube with a wide sound bucket and valves.	Noun	18.73
401769	instrument	-	HORN, INSTRUMENT	Speech and language	A wind instrument made of a wound copper tube with a wide sound bucket and valves.	Noun	18.73
158088	howl	-	HOWL	Speech and language	The protracted, mournful cry of a dog or a wolf.	Verb	18.19
5713	language	5442	LANGUAGE	Speech and language	A system of communication using the spoken or signed word or using symbols that represent words, signs or sounds.	Noun	18.24
1258410	mumble	-	MUMBLE	Speech and language	To speak unintelligibly and without articulating.	Verb	18.16
5995	name	-	NAME	Speech and language	Any word or phrase which designates a particular person, place, class or thing.	Noun	18.28
2713	paper	-	PAPER	Speech and language	Felted or matted sheets of cellulose fibers, formed on a fine-wire screen from a dilute water suspension, and bonded together as the water is removed and the sheet is dried.	Noun	18.56
347193	pen	-	PEN	Speech and language	A utensil, usually tubular in form, containing ink used to write or make marks.	Noun	18.57
